Id,Artist,Title,Wks,T10,PK,Pkstreams,Total,ReleaseDate,Popularity,Genre,Unique_Listener
2668,Harry Styles,Cinema,5,,13,"26,540,862","62,759,612",5/20/2022,67,"2020s, funk, new wave, nuno, pop, rock, soft rock, soul, synth-pop",535950
2669,Taylor Swift,"Would've, Could've, Should've",5,,25,"21,040,081","62,581,174",10/22/2022,65,"2000s, 2010s, 2020s, alternative pop, artist of the decade, contemporary country, 
country, country pop, cultural icon, electropop, female vocals, icon, indie folk, late 2000s, millennial, 
nuno, pop, pop rock, re-recording, singer-songwriter, singer/songwriter, synth-pop, love",611826
2670,Kings of Leon,Sex on Fire,7,,173,"9,356,927","62,567,696",9/23/2008,82,"alternative rock, garage rock, garage rock revival, indie rock, pop rock, rock, southern rock",2661187
2671,Malu,Disco Arranhado - Funk Remix,10,,82,"7,321,185","62,421,023",1/22/2021,55,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",67465
2672,Maty Noyes,in my miNd,17,,82,"4,320,346","62,376,446",6/8/2018,78,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",70175
2673,Nio Garcia,Travesuras - Remix,10,,87,"7,214,643","62,302,341",3/11/2021,61,"latin, latin urban, reggaeton, trap latino",32753
2674,Maanu,Jhol,6,,83,"11,058,024","62,284,689",6/14/2024,72,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",31282
2675,G.R.L.,Ugly Heart,25,,33,"3,839,087","62,189,226",6/3/2014,65,"girl group, pop",270901
2676,Drake,Legend,34,,26,"4,809,851","62,045,000",9/15/2017,66,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",439992
2677,Zé Felipe,Toma Toma Vapo Vapo,10,,75,"7,772,215","62,038,799",10/11/2024,25,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",78346
2678,Taylor Swift,champagne problems,7,1,10,"22,508,341","62,024,738",12/11/2020,75,"2000s, 2010s, 2020s, alternative pop, artist of the decade, contemporary country, 
country, country pop, cultural icon, electropop, female vocals, icon, indie folk, late 2000s, millennial, 
nuno, pop, pop rock, re-recording, singer-songwriter, singer/songwriter, synth-pop, love",842236
2679,Clean Bandit,Tears,18,,80,"4,090,712","61,864,546",8/29/2025,94,"dance, dance-pop, electronic, electropop, english, house, left-field house, pop, tech house, uk, united kingdom",4234
2680,Post Malone,92 Explorer,8,,23,"17,856,059","61,811,436",4/27/2018,66,"2010s, 2020s, alternative r&b, cloud rap, contemporary r&b, country, english, hip hop, pop rap, r&b, trap",308441
2681,Meghan Trainor,Dear Future Husband,22,,36,"5,255,748","61,789,853",1/12/2015,69,"2010s, blue-eyed soul, bubblegum pop, dance-pop, doo-wop, music for soccer moms, pop, r&b, soul",471321
2682,Imagine Dragons,On Top Of The World,51,,37,"1,714,756","61,732,608",9/4/2012,76,"alternative pop, alternative rock, electropop, indie pop, indietronica, nuno, pop, pop rock, rock",1130344
2683,Avicii,You Make Me,24,6,4,"5,634,599","61,692,826",1/15/2023,13,"dance-pop, edm, electro house, electronic, electropop, festival progressive house, funky house, house, progressive house, tropical house",445047
2684,Creedence Clearwater Revival,Fortunate Son,7,,158,"9,258,708","61,638,662",11/2/1969,82,"60's, american, blues rock, california, classic rock, country rock, energetic, folk rock, melodic, rhythmic, rock, rock & roll, rock and roll, rockabilly, roots rock, soft rock, southern rock, swamp rock, united states, usa, warm",2024644
2685,Sabrina Carpenter,My Man on Willpower,4,1,9,"25,228,243","61,602,966",8/29/2025,88,"2020s, dance-pop, electropop, pop",476206
2686,Post Malone,Guy For That (Feat. Luke Combs),5,,43,"15,693,782","61,578,753",8/15/2024,77,"2010s, 2020s, alternative r&b, cloud rap, contemporary r&b, country, english, hip hop, pop rap, r&b, trap",198413
2687,Miley Cyrus,Party In The U.S.A.,7,,122,"9,761,740","61,463,497",1/1/2009,81,"2010s, contemporary r&b, dance-pop, electropop, pop, pop rock, power pop, queer, rock, teen pop",1993514
2688,Jax Jones,Instruction,13,,75,"6,330,917","61,433,573",9/29/2017,46,"edm, house",65068
2689,Tiago PZK,Entre Nosotros (Remix) [con Nicki Nicole],8,,53,"9,996,959","61,370,276",1/5/2022,71,trap latino,67466
2690,Eden Muñoz,Chale,9,,75,"7,907,929","61,349,396",6/7/2024,52,"corrido, corrido tumbado, latin, latin pop, norteño, regional mexicano, serrieno-banda",48089
2691,Lil Skies,i,11,,58,"8,890,612","61,203,384",12/13/2016,65,"emo rap, hip hop, pop rap, trap",271013
2692,Feid,REMIX EXCLUSIVO,6,,65,"12,438,163","61,154,342",3/17/2023,64,"latin, latin urban, reggaeton, trap latino",56087
2693,Lil Uzi Vert,Money Longer,24,,111,"3,400,507","61,117,253",5/27/2016,72,"2010s, 2020s, cloud rap, east coast hip hop, emo rap, hip hop, millennial, pop rap, rage, trap",684303
2694,Ashnikko,Slumber Party,10,,96,"6,867,158","61,114,919",1/15/2021,72,"creepy pop, electronic, electropop, hip hop, hip-hop, pop rap, queer, rap, trap",7429
2695,SAYGRACE,You Don't Own Me,17,,58,"5,992,987","61,055,443",7/1/2016,71,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",22134
2696,Morgan Wallen,I'm The Problem,6,,61,"14,608,852","61,028,120",5/16/2025,83,"country, country pop",113223
2697,PEDRO SAMPAIO,GALOPA,10,,124,"6,711,272","60,926,517",2/2/2022,63,"funk, latin, pop",151122
2698,Lil Dicky,Earth,7,,34,"11,205,066","60,923,818",6/16/1995,68,"american, california, comedy, comedy hip hop, comedy rap, conscious, hip hop, humorous, jewish, pennsylvania, playful, pop rap, rythmic, sarcastic, sexual, trap, united states, usa",148208
2699,KAROL G,Coleccionando Heridas,6,,67,"12,052,066","60,862,774",6/20/2025,85,"latin, latin urban, r&b, reggaeton, spanish",42083
2700,Lil Tjay,In My Head,7,,30,"12,285,583","60,781,121",2/8/2019,69,"east coast hip hop, english, hip hop, pop rap, rap, trap",162349
2701,Post Malone,Zack And Codeine,7,,16,"21,279,106","60,589,696",4/27/2018,58,"2010s, 2020s, alternative r&b, cloud rap, contemporary r&b, country, english, hip hop, pop rap, r&b, trap",224540
2702,Sigala,Sweet Lovin',21,,62,"3,892,446","60,581,806",9/28/2018,62,"dance-pop, edm, tropical house",21200
2703,Drake,On BS,4,1,6,"30,341,456","60,527,261",11/4/2022,70,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",484319
2704,Blessd,DEPORTIVO,6,,102,"11,400,242","60,512,025",11/14/2024,76,"latin, reggaeton",49634
2705,Luan Santana,MORENA,10,,111,"6,469,500","60,501,244",4/25/2025,60,"country, pop, sertaneja, sertanejo, sertanejo universitário, singer-songwriter",88735
2706,Justin Bieber,Purpose,15,,23,"8,398,838","60,500,976",11/13/2015,63,"2010s, 2020s, dance-pop, pop, pop rap, r&b, teen pop",248692
2707,A$AP Rocky,Sundress,7,,161,"9,864,195","60,487,895",11/20/2018,80,"cloud rap, east coast hip hop, experimental hip hop, hardcore hip hop, hip hop, pop rap, trap",1281981
2708,Axwell /\ Ingrosso,Dreamer,14,,137,"4,904,497","60,423,232",11/20/2022,71,"electro house, house, progressive house",355442
2709,Post Malone,Pour Me A Drink (Feat. Blake Shelton),5,,37,"16,570,654","60,408,839",8/15/2024,72,"2010s, 2020s, alternative r&b, cloud rap, contemporary r&b, country, english, hip hop, pop rap, r&b, trap",191415
2710,Megan Thee Stallion,Hot Girl Summer,8,,32,"11,079,662","60,349,059",8/9/2019,61,"english, hip hop, pop rap, rap, southern hip hop, trap",1164
2711,Harry Styles,Keep Driving,5,,19,"24,748,453","60,303,259",5/20/2022,68,"2020s, funk, new wave, nuno, pop, rock, soft rock, soul, synth-pop",680336
2712,Oxlade,KU LO SA - A COLORS SHOW,8,,97,"8,348,020","60,237,203",6/10/2022,72,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",180430
2713,Bernadya,"Untungnya, Hidup Harus Tetap Berjalan",6,,96,"11,346,398","60,235,259",6/23/2024,75,indopop,17834
2714,Harry Styles,Daydreaming,5,,16,"25,426,931","60,225,714",1/1/2013,68,"2020s, funk, new wave, nuno, pop, rock, soft rock, soul, synth-pop",528850
2715,The Kid LAROI,TOO MUCH,4,,14,"22,597,244","60,155,359",10/19/2023,64,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",315920
2716,Peso Pluma,LUNA,5,,18,"18,546,693","60,114,005",4/18/2025,84,"corrido tumbado, regional mexicano",108322
2717,Alvaro Soler,Sofia,19,,90,"3,803,320","60,057,427",8/2/2019,79,"latin pop, pop",162776
2718,Sia,Alive,25,,66,"3,241,572","60,041,396",2013,32,"alternative pop, art pop, australian, dance-pop, electropop, indie pop, pop",298612
2719,Trippie Redd,Topanga,10,,47,"9,561,063","59,995,670",11/9/2018,67,"_add release, emo rap, hip hop, rage, trap",391182
2720,Isaiah Firebrace,It's Gotta Be You,12,,65,"6,172,682","59,982,938",5/18/1999,59,"pop, queer",28292
2721,Sachin-Jigar,Phir Aur Kya Chahiye,6,,65,"12,635,805","59,980,104",5/16/2023,53,"bollywood, filmi, gaana, indian pop",266
2722,Lauv,There's No Way,10,,78,"7,165,161","59,957,843",9/27/2018,60,"alternative pop, electropop, indie pop, pop, queer",13852
2723,Tom Walker,Just You and I,10,,92,"7,081,179","59,898,803",3/1/2019,63,"indie pop, pop soul, singer-songwriter",165280
2724,Drake,Emotionless,5,1,6,"29,680,801","59,894,584",6/29/2018,66,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",279676
2725,BLACKPINK,Pretty Savage,8,,22,"16,158,235","59,727,861",10/2/2020,68,"2010s, 2020s, 3rd gen k-pop, female vocals, girl crush, girl group, hip hop, k-pop, pop",545633
2726,Stray Kids,Chk Chk Boom,5,,36,"17,215,223","59,658,655",7/19/2024,80,"4th gen k-pop, boy band, boy group, electropop, k-pop, pop rap, trap, trap edm",310724
2727,KAROL G,57,4,,21,"19,407,399","59,633,178",11/8/2024,80,"latin, latin urban, r&b, reggaeton, spanish",355442
2728,Kendrick Lamar,wacced out murals,3,1,9,"33,916,700","59,622,390",11/22/2024,71,"2010s, 2020s, alternative hip hop, conscious hip hop, hardcore hip hop, hip hop, jazz rap, pop, pop rap, rap, trap, west coast hip hop",766998
2729,Taylor Swift,Blank Space (Taylor's Version),4,,13,"30,523,128","59,598,919",10/26/2023,72,"2000s, 2010s, 2020s, alternative pop, artist of the decade, contemporary country, 
country, country pop, cultural icon, electropop, female vocals, icon, indie folk, late 2000s, millennial, 
nuno, pop, pop rock, re-recording, singer-songwriter, singer/songwriter, synth-pop, love",694140
2730,NewJeans,ETA,6,,38,"14,339,850","59,565,296",7/21/2023,77,"4th gen k-pop, girl group, k-pop, kpop, throwback sound",776404
2731,Tanishk Bagchi,"Raataan Lambiyan (From ""Shershaah"")",9,,63,"8,685,809","59,499,428",7/30/2021,72,"bollywood, filmi, indian, indian pop",38766
2732,Nelly,The Fix,24,,80,"3,187,008","59,496,025",1/1/2008,36,"contemporary r&b, hip hop, pop rap, southern hip hop",28407
2733,Jorja Smith,Be Honest,11,,119,"5,939,252","59,458,014",6/29/2025,37,"alternative r&b, neo soul, sophisti-pop",16158
2734,Ella Mai,Trip,11,,84,"6,796,711","59,451,694",10/12/2018,73,"alternative r&b, contemporary r&b, dance-pop, pop, pop rap, trap soul",325297
2735,Pitbull,Fun,26,,33,"5,249,405","59,442,169",3/28/2025,72,"2000s, 2010s, dance, dance-pop, electro house, electropop, eurodance, hip hop, hip house, latin, latin pop, pop rap, southern hip hop",87717
2736,Bad Bunny,La Zona,9,,60,"10,658,439","59,432,006",2/29/2020,69,"hip hop, latin, latin trap, reggaeton, trap latino",174543
2737,Olly Murs,Wrapped Up,18,,21,"5,005,432","59,343,673",12/7/2018,16,"dance-pop, electro, europop, pop",143144
2738,Billie Eilish,BITTERSUITE,4,,25,"24,632,669","59,244,153",5/17/2024,75,"2010s, 2020s, alt-pop, alternative pop, alternative r&b, art pop, bedroom pop, contemporary r&b, dark pop, electronic, electronica, electropop, gen z, indie pop, nepo baby, pity pop, pop, pop rock, pop soul, queer, singer-songwriter",739911
2739,Calvin Harris,By Your Side,9,,80,"8,050,173","59,241,499",5/1/2017,52,"2010s, dance-pop, edm, electro house, electronic, electropop, festival progressive house, funktronica, late 2000s, nu disco, nu-disco, progressive house, uk hip hop",2935
2740,Kenia Os,Malas Decisiones,7,,108,"9,470,576","59,234,770",10/26/2022,69,"latin pop, pop, reggaeton",115366
2741,Lomiiel,HAY LUPITA,6,,83,"11,953,220","59,211,398",8/18/2025,67,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",125283
2742,IVE,I AM,6,,71,"11,366,834","59,189,068",4/10/2023,75,"4th gen k-pop, girl group, k-pop",484671
2743,FIFTY FIFTY,Cupid,7,,115,"9,505,465","59,173,786",2/24/2023,62,"4th gen k-pop, dance-pop, girl group, k-pop",491837
2744,Selena Gomez,Single Soon,5,,20,"18,511,851","59,113,575",8/25/2023,66,"2010s, 2020s, alternative pop, alternative r&b, art pop, brostep, contemporary r&b, dance-pop, electro house, electro-disco, electropop, english, pop, rock, spanish, teen pop",365837
2745,DJ Ivis,Esquema Preferido,10,,97,"6,788,039","58,983,917",11/26/2020,48,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",7109
2746,Young Stoner Life,Solid,8,,27,"13,132,162","58,981,116",4/16/2021,71,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",501
2747,Megan Thee Stallion,Neva Play,4,,15,"22,837,001","58,974,865",9/6/2024,67,"english, hip hop, pop rap, rap, southern hip hop, trap",1610
2748,Juice WRLD,Already Dead,6,,18,"17,452,226","58,962,940",9/20/2019,35,"2020s, cloud rap, emo rap, hip hop, look again, rap, trap",255267
2749,Galantis,Hunter,15,,107,"4,537,278","58,954,219",9/5/2025,70,"dance-pop, edm, electro house, nu-disco, progressive house",88050
2750,Morgan Wallen,I Ain't Comin' Back,6,,64,"12,570,276","58,862,354",5/16/2025,76,"country, country pop",1117
2751,Camilo,Índigo,7,,39,"10,959,583","58,785,779",10/11/2019,59,"latin, latin pop, reggaeton",48730
2752,Post Malone,Same Bitches,7,,18,"19,969,213","58,778,680",4/27/2018,60,"2010s, 2020s, alternative r&b, cloud rap, contemporary r&b, country, english, hip hop, pop rap, r&b, trap",32134
2753,Sabrina Carpenter,Go Go Juice,4,,18,"22,134,722","58,662,998",8/29/2025,88,"2020s, dance-pop, electropop, pop",416461
2754,Yung Lean,Ginseng Strip 2002,7,,44,"10,637,693","58,646,617",8/16/2013,73,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",639204
2755,XXXTENTACION,NUMB,10,,48,"9,137,156","58,613,459",3/25/2003,87,"death by murder, emo rap, hip hop, rap, southern hip hop, trap, trap metal",432717
2756,ZICO,SPOT!,5,,75,"12,574,729","58,593,183",4/26/2024,74,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",288038
2757,TINI,Bar,9,,99,"7,514,627","58,588,462",1/1/2018,41,"latin, latin pop",49447
2758,Logic,44 More,8,,30,"11,614,429","58,499,246",3/9/2018,59,"east coast hip hop, hip hop, pop rap",219200
2759,Mora,REINA,6,,68,"11,473,127","58,476,318",6/22/2025,72,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",62155
2760,Gusttavo Lima,Ficha Limpa,10,,125,"6,356,257","58,292,367",6/19/2021,61,"latin, sertanejo, sertanejo universitário, singer-songwriter",48184
2761,Robin Schulz,Sun Goes Down,35,,52,"2,924,074","58,256,284",5/21/2021,54,"dance-pop, deep house, edm, house, tropical house",11019
2762,Chappell Roan,The Giver,4,,19,"23,932,990","58,236,709",3/13/2025,76,"alternative pop, dance-pop, electropop, gay pop, indie pop, pop, pop rock, queer, sapphic, singer-songwriter, synth-pop",609642
2763,Charlie Puth,Done for Me,11,,75,"6,653,171","58,157,150",5/11/2018,71,"ballad, contemporary pop/rock, contemporary r&b, dance-pop, neo soul, pop, social media pop, soft pop, soul",22930
2764,Adele,Love In The Dark,8,,46,"10,439,221","58,126,522",11/20/2015,80,"2010s, aln-sh, blue-eyed soul, blues-pop, neo soul, pop, pop soul, r&b, soul",717758
2765,TWICE,Talk that Talk,7,,54,"11,040,259","58,074,294",11/19/2011,72,"3rd gen k-pop, dance, dance-pop, electronica, female vocals, girl group, j-pop, k-pop, korean, pop, r&b",503132
2766,Zach Bryan,28,5,,59,"13,429,651","58,065,091",12/17/2021,5,"alternative country, americana, country, red dirt",224394
2767,Arijit Singh,"Apna Bana Le (From ""Bhediya"")",6,,80,"10,478,565","58,053,193",11/5/2022,23,"bollywood, filmi, gaana, indian pop",6230
2768,Anuel AA,Reggaetonera,11,,111,"6,571,017","58,014,315",5/29/2020,61,"latin, reggaeton, trap latino",37896
2769,Polo G,Go Stupid,10,,105,"7,492,896","57,980,699",5/15/2020,71,"chicago drill, drill, gangsta rap, hip hop, trap",359157
2770,KAROL G,SEJODIOTO,9,,78,"7,677,407","57,942,533",9/21/2021,67,"latin, latin urban, r&b, reggaeton, spanish",90604
2771,Jason Derulo,Try Me,28,,56,"3,276,609","57,935,087",3/30/2018,70,"2010s, 2020s, dance, deep house, edm, electro house, electronic, future bass, progressive house, tech house, tropical house",1544
2772,Shawn Mendes,Youth feat. Khalid,7,,21,"13,833,047","57,906,518",5/25/2018,63,"2010s, 2020s, english, folk pop, pop, pop rock, pop soul, teen pop",32339
2773,PSY,That That (prod. & feat. SUGA of BTS),6,,21,"15,109,107","57,882,567",4/29/2022,69,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",270463
2774,Manuel Turizo,Te Quemaste,11,,120,"5,712,670","57,868,175",8/23/2019,63,"latin, latin pop, latin urban, reggaeton",35502
2775,The Weeknd,Wasted Times,5,1,8,"21,345,197","57,740,424",3/30/2018,67,"2010s, 2020s, alternative r&b, contemporary r&b, dance-pop, hypnagogic pop, pop, r&b, synth-pop",480432
2776,Terror Jr,Come First,15,,70,"4,693,474","57,718,889",10/21/2016,40,"electropop, indie pop",64567
2777,Maluma,El Perdedor,21,,83,"3,827,361","57,713,407",10/30/2015,79,"english, latin, latin pop, latin urban, reggaeton, spanish, trap latino",200823
2778,Nicky Jam,Fan de Tus Fotos,11,,164,"5,617,068","57,649,659",2/8/2021,58,"latin, latin urban, reggaeton",22962
2779,Idina Menzel,Let It Go,32,,23,"3,221,607","57,463,945",1/1/2013,76,"musical, pop",231229
2780,Travis Scott,4X4,4,,19,"22,776,370","57,414,036",1/24/2025,74,"english, experimental hip hop, hip hop, pop rap, rap, southern hip hop, trap",356462
2781,Kanye West,Yikes,6,1,5,"23,601,268","57,386,445",2/7/2020,59,"chipmunk soul, christian hip hop, conscious hip hop, electropop, experimental hip hop, gospel, hip hop, nazi, pop, pop rap, pro trump, producer, progressive rap, trap",606652
2782,Bizarrap,"Paulo Londra: Bzrp Music Sessions, Vol. 23",5,,14,"16,849,977","57,352,830",4/25/2022,62,"pop, trap, trap edm, trap latino",61402
2783,Nicki Minaj,The Night Is Still Young,26,,51,"3,874,944","57,325,419",12/12/2014,70,"2010s, east coast hip hop, electronic, hip hop, late 2000s, pop, pop rap, queen of rap, r&b",569197
